id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class
0173b29dde27c00b828b19488e322c4e,7a3cf2db9ca4a2fab22c86130746e571,174,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,Endemic,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Unspecified,Both,Hospital based,Persons under investigation,NA,NA,1740,Sierra Leone,Kenema Government Hospital,NA,NA,2008,NA,NA,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
317696920b8b6de528cdc360b74893a8,0ad6039e224a365ba74a2fefa3722731,225,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Occupation;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Mixed settings,Mixed groups,NA,NA,160,Djibouti,Djibouti City; Randa,NA,NA,1987,NA,NA,1987,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
5c36dc810c04252d3df604da1cbc657f,510c0d73052df4fdf344ad6951f0496c,252,Lassa mammarenavirus,Human delay - time in care (length of stay),11,0,Days,NA,NA,Median,NA,NA,5,14,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,18,NA,20,Sierra Leone,Kenema District,1,Nov,2011,31,Oct,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
5c36dc810c04252d3df604da1cbc657f,01d2d4535c7de842669333a973d99408,252,Lassa mammarenavirus,Severity - case fatality rate (CFR),38.1,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,8,21,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,18,NA,21,Sierra Leone,Kenema District,1,Nov,2011,31,Oct,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
dc041d85c6bebf8cf54ce0a5144538d6,ca8d8c31c5cd49122f9e04f8ed6b42ca,263,Lassa mammarenavirus,Seroprevalence - Unspecified,0,0,Percentage (%),0,0,Unspecified,NA,NA,NA,NA,NA,0,1088,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Age;Region;Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Unspecified,Unspecified,NA,NA,1088,India,Rajasthan;West Bengal;Orissa;Assam;Arunachal Pradesh;Andhra Pradesh;Karnataka;Kerala,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
23ea40c24afce22846f80c56d3062794,96c5a0ceb81156a00c4fb7a68a3f222e,264,Lassa mammarenavirus,Seroprevalence - IFA,6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,8,132,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,20,40,132,Uganda,Karamoja Province,NA,May 05,1984,NA,May 05,1984,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
e5edb3a63c397372ab03de34ab1c00cf,1f7ac772c82f8643acbe107a1a5e5ce1,307,Lassa mammarenavirus,Severity - case fatality rate (CFR),21,0,Percentage (%),5,30,Unspecified,NA,NA,NA,NA,NA,14,68,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,68,Sierra Leone,Segbwema,NA,NA,1981,NA,NA,1985,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
e5edb3a63c397372ab03de34ab1c00cf,835898fb0cd6c29ece5fec688e8174ba,307,Lassa mammarenavirus,Severity - case fatality rate (CFR),13,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,10,79,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Other,NA,NA,79,Sierra Leone,Segbwema,NA,NA,1981,NA,NA,1985,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
e5edb3a63c397372ab03de34ab1c00cf,e721b270936b50c4bc33966f49fe3f44,307,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Not adjusted,Female,Hospital based,Pregnant women,NA,NA,68,Sierra Leone,Segbwema,NA,NA,1981,NA,NA,1985,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
e5edb3a63c397372ab03de34ab1c00cf,203fe469a95105c3ebd0be0dbb837ebe,307,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Not adjusted,Female,Hospital based,Other,NA,NA,147,Sierra Leone,Segbwema,NA,NA,1981,NA,NA,1985,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
e5edb3a63c397372ab03de34ab1c00cf,06a154d490198d8208f82fb92c3ba4cc,307,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Unspecified,Female,Hospital based,Pregnant women,NA,NA,68,Sierra Leone,Segbwema,NA,NA,1981,NA,NA,1985,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
bf4dd61880195d81c6aa3645fa15d341,f32ccc7196807470015c3557229ef7a2,351,Lassa mammarenavirus,Seroprevalence - IFA,0,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,0,29,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,33,United States,District Of Columbia,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
406d3472798ee4689fa6f80a474a4360,8cec16404e89ea28ccf4dfd0937a90a5,398,Lassa mammarenavirus,Seroprevalence - Unspecified,0,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,0,86,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Travel based,Persons under investigation,NA,NA,86,NA,'Tropical Africa',NA,Nov 11,1975,NA,Jun 06,1977,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
012db9a4c08faeb314fd0b2227fd5859,3502cd3213c2ca177e38cd0e90d7c278,416,Lassa mammarenavirus,Severity - case fatality rate (CFR),52,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,12,23,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,6,46,23,Nigeria,Jos,NA,Jan 01,1970,NA,Feb 02,1970,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
012db9a4c08faeb314fd0b2227fd5859,2ac9d4b79325b84bfa52ca8fcdf3236d,416,Lassa mammarenavirus,Human delay - symptom onset>admission to care,4.9,0,Days,NA,NA,Mean,NA,NA,1,12,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,6,46,23,Nigeria,Jos,NA,Jan 01,1970,NA,Feb 02,1970,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
012db9a4c08faeb314fd0b2227fd5859,36a3800f2bb8cec3c28f9f0743e65447,416,Lassa mammarenavirus,Human delay - symptom onset>death,11.6,0,Days,NA,NA,Mean,NA,NA,7,26,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,6,46,23,Nigeria,Jos,NA,Jan 01,1970,NA,Feb 02,1970,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
012db9a4c08faeb314fd0b2227fd5859,37b1a380b40f2efbf07636aee110013a,416,Lassa mammarenavirus,Human delay - symptom onset>discharge/recovery,17.3,0,Days,NA,NA,Mean,NA,NA,7,31,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,6,46,23,Nigeria,Jos,NA,Jan 01,1970,NA,Feb 02,1970,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
09d2b9e41b8dc6d4355418aa977bb9a5,5324a9d88ee2925121222a84697bd6f3,441,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Occurrence,Other,NA,Significant,Adjusted,Both,Community based,Outdoor workers,NA,NA,73,Liberia,Bong; Grand Bassa; Lofa; Nimba,NA,NA,2008,NA,NA,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
09d2b9e41b8dc6d4355418aa977bb9a5,d27c79f2307686c866a2a20d3111082a,441,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Occurrence,Other,NA,Not significant,Adjusted,Both,Community based,Outdoor workers,NA,NA,73,Liberia,Bong; Grand Bassa; Lofa; Nimba,NA,NA,2008,NA,NA,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
85033603c55eaa99b2249a26805290b6,21c038444fb89d9c08c83f8f778972bf,444,Lassa mammarenavirus,Mutations - evolutionary rate,10.1,-4,Substitutions/site/year,NA,NA,Mean,NA,NA,8.2,12.2,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,11,Nigeria,Ebonyi; Enugu,NA,NA,2012,NA,NA,2016,NP,FALSE,NA,NA,FALSE,FALSE,NA,Mutations
85033603c55eaa99b2249a26805290b6,d481ab205831fb97d3b52c64abebcbe5,444,Lassa mammarenavirus,Mutations - evolutionary rate,8.4,-4,Substitutions/site/year,NA,NA,Mean,NA,NA,7.2,9.6,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,11,Nigeria,Ebonyi; Enugu,NA,NA,2012,NA,NA,2016,L,FALSE,NA,NA,FALSE,FALSE,NA,Mutations
85033603c55eaa99b2249a26805290b6,4fc9f1275de2130f1efd7a8801fbc7e5,444,Lassa mammarenavirus,Mutations - evolutionary rate,16.9,-4,Substitutions/site/year,NA,NA,Mean,NA,NA,8.6,25.9,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,11,Nigeria,Ebonyi; Enugu,NA,NA,2012,NA,NA,2016,Z,FALSE,NA,NA,FALSE,FALSE,NA,Mutations
85033603c55eaa99b2249a26805290b6,b7e8588391a5513cf5825002ccdc32ee,444,Lassa mammarenavirus,Mutations - evolutionary rate,7.7,-4,Substitutions/site/year,NA,NA,Mean,NA,NA,6.2,9.3,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,11,Nigeria,Ebonyi; Enugu,NA,NA,2012,NA,NA,2016,GPC,FALSE,NA,NA,FALSE,FALSE,NA,Mutations
14ee33e11d549c2ce26e0caa05dd4858,1a13f42b4add5b5181cc635a82e071e6,461,Lassa mammarenavirus,Severity - case fatality rate (CFR),24,0,Percentage (%),24,60,Unspecified,NA,NA,NA,NA,NA,68,284,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,284,Nigeria,NA,NA,Jan 01,2011,NA,Nov 11,2015,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
14ee33e11d549c2ce26e0caa05dd4858,9751375f7bde763f52f36947e74cf716,461,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Sex,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,284,Nigeria,NA,NA,Jan 01,2011,NA,Nov 11,2015,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
14ee33e11d549c2ce26e0caa05dd4858,53fa9836917bf33df2c0dd03552e63b7,461,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,284,Nigeria,NA,NA,Jan 01,2011,NA,Nov 11,2015,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
14ee33e11d549c2ce26e0caa05dd4858,8b1a39c4ef823e2924b3985a102d20dc,461,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,284,Nigeria,NA,NA,Jan 01,2011,NA,Nov 11,2015,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
e643a77d6e69510235af88fe79d9bfa3,7ca7df373e7a2d64e937a6a3a2a4a1ba,545,Lassa mammarenavirus,Seroprevalence - IgG,23.6,0,Percentage (%),3.8,54.9,Unspecified,NA,NA,NA,NA,NA,738,3126,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Age;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,5,NA,3126,Guinea,NA,NA,Jun 06,1990,NA,Jan 01,1992,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
e643a77d6e69510235af88fe79d9bfa3,e9eb95092a1740c2fddfc263865cbb56,545,Lassa mammarenavirus,Seroprevalence - IgG,NA,0,Percentage (%),2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,5,NA,406,Guinea,NA,NA,Jun 06,1990,NA,Jan 01,1992,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
a7ab005860fa1caba3ba17bae7c7ebb6,4b3e98c0c9e1c353276e073723c3c23f,558,Lassa mammarenavirus,Relative contribution - human to human,22,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,1002,Sierra Leone,Kenema Government Hospital,27,Apr 04,2010,31,Jan 01,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Relative contribution
dc58ccb401238d09a9ba6452086ea3ac,9fe50032cf04e7c43dcd4b3850a0e43b,560,Lassa mammarenavirus,Relative contribution - human to human,20,0,Percentage (%),NA,NA,Unspecified,NA,NA,15,30,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Sierra Leone,Kenema Government Hospital,27,Apr 04,2010,31,Jan 01,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Relative contribution
dc58ccb401238d09a9ba6452086ea3ac,7eb9238a3db48928aafbbab9b1f3ece4,560,Lassa mammarenavirus,"Reproduction number (Effective, Re)",0.73,0,No units,NA,NA,Mean,11.7,Maximum,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,Renewal equations / Branching process,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,NA,Liberia;Nigeria,Jos; Zorzor,26,Dec 12,1969,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,Human-human,Reproduction number
dc58ccb401238d09a9ba6452086ea3ac,64cb91dfe892225e6531a638953cee5a,560,Lassa mammarenavirus,Human delay - generation time,NA,0,Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,Other,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,NA,Liberia;Nigeria,Jos; Zorzor,26,Dec 12,1969,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,TRUE,NA,Human delay
dc58ccb401238d09a9ba6452086ea3ac,59f477bdeb94014cc9056e70ae3dcac2,560,Lassa mammarenavirus,Relative contribution - human to human,NA,0,Percentage (%),18.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,Method,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Sierra Leone,Kenema Government Hospital,27,Apr 04,2010,31,Jan 01,2012,NA,FALSE,NA,NA,FALSE,FALSE,NA,Relative contribution
b705e586dc705035b24d26a6fb9a7385,80880b3291105edf5c2f67af3c566e04,645,Lassa mammarenavirus,Severity - case fatality rate (CFR),14,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,60,42,Guinea;Liberia;Sierra Leone,Panguma Catholic Hospital (Eastern Province; Sierra Leone); Swedish Free Pentecostal Mission Clinic (Foya); Tellewoyan Memorial Hospital (Voinjama); Curran Lutheran Hospital (Zorzor); Bong Mine Hospital (Bong Town).,NA,Jul 07,1978,NA,Apr 04,1979,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
b705e586dc705035b24d26a6fb9a7385,a45d425e3c0013704b5791445ca49331,645,Lassa mammarenavirus,Human delay - symptom onset>death,NA,0,Days,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,NA,Guinea;Liberia;Sierra Leone,Panguma Catholic Hospital (Eastern Province; Sierra Leone); Swedish Free Pentecostal Mission Clinic (Foya); Tellewoyan Memorial Hospital (Voinjama); Curran Lutheran Hospital (Zorzor); Bong Mine Hospital (Bong Town).,NA,Jul 07,1978,NA,Apr 04,1979,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
80f74d1d0413175d39f4ef00894321c1,0f3d53b7778251820bf9c4b16622fed6,652,Lassa mammarenavirus,Seroprevalence - IgG,40.3,0,Percentage (%),39,42,Unspecified,NA,NA,NA,NA,NA,102,253,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,Region;Sex;Time,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Other,NA,NA,253,Guinea,Bantou; Tanganya,NA,May 05,2004,NA,Oct 10,2004,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
80f74d1d0413175d39f4ef00894321c1,f15f99297bb5875a2cfe9306161a2f95,652,Lassa mammarenavirus,Seroprevalence - IgM,2.8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,7,253,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Other,NA,NA,253,Guinea,Bantou; Tanganya,NA,May 05,2004,NA,Oct 10,2004,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
80f74d1d0413175d39f4ef00894321c1,4527925f75f3129529b5722831514666,652,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Serology,Age;Other;Sex,NA,Not significant,Adjusted,Both,Community based,Other,NA,NA,253,Guinea,Bantou; Tanganya,NA,May 05,2004,NA,Oct 10,2004,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
f3b641b98c7c31cd7c60b5b40f034fdd,0b4951213e1427b568f3cb132cd33277,661,Lassa mammarenavirus,Seroprevalence - IgG,11.3,0,Percentage (%),10,12.9,Unspecified,NA,NA,9.3,13.3,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,Method;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,1,NA,977,Guinea,Gueckedou; Lola; Yomou,10,Apr 04,2000,22,Apr 04,2000,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
f3b641b98c7c31cd7c60b5b40f034fdd,f996a08ed13cd923f27e7df708df71c4,661,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Age;Contact with animal;Funeral;Occupation;Other;Sex,Abattoir services;Livestock and animal herders,Not significant,Not adjusted,Both,Population based,General population,1,NA,1424,Guinea,Gueckedou; Lola; Yomou,10,Apr 04,2000,22,Apr 04,2000,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
f3b641b98c7c31cd7c60b5b40f034fdd,913876811dcd25b885f5671cc0bba844,661,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Other,NA,Significant,Not adjusted,Both,Population based,General population,1,NA,1424,Guinea,Gueckedou; Lola; Yomou,10,Apr 04,2000,22,Apr 04,2000,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
f3b641b98c7c31cd7c60b5b40f034fdd,42c156e87b2b7f4126318ad8de4db7f5,661,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Other,NA,Significant,Adjusted,Both,Population based,General population,1,NA,1424,Guinea,Gueckedou; Lola; Yomou,10,Apr 04,2000,22,Apr 04,2000,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
f3b641b98c7c31cd7c60b5b40f034fdd,3b6419129bd77eaa622546c4fa01205c,661,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Contact with animal,NA,Not significant,Adjusted,Both,Population based,General population,1,NA,1424,Guinea,Gueckedou; Lola; Yomou,10,Apr 04,2000,22,Apr 04,2000,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
bd87100e21aebe2d0a5d9e863ee7b9ef,b03edee601da5d393307e248018a384f,669,Lassa mammarenavirus,Seroprevalence - IFA,26,0,Percentage (%),12.1,30.1,Unspecified,NA,NA,NA,NA,NA,248,953,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,Level of exposure,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Household based,Mixed groups,NA,NA,953,Sierra Leone,Segbwema; Panguma; Kenema,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
bd87100e21aebe2d0a5d9e863ee7b9ef,5f271805f482e355cefd6069cb99aacd,669,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Serology,Age;Household contact,NA,Significant,Not adjusted,Both,Household based,Mixed groups,NA,NA,953,Sierra Leone,Segbwema; Panguma; Kenema,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
bd87100e21aebe2d0a5d9e863ee7b9ef,8692d88d79289beb9d26c08ed3efa0a5,669,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Serology,Other,NA,Not significant,Not adjusted,Both,Household based,Mixed groups,NA,NA,953,Sierra Leone,Segbwema; Panguma; Kenema,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
